lexeme,gen
mélinite,f
mélisse,f
mellifère,m
mélo,m
mélodie,f
mélodrame,m
mélopée,f
melting-pot,m
membrane,f
membre,m
mémé,f
mémento,m
mémère,f
mémo,m
mémorabilité,f
mémorandum,m
mémorial,m
mémorisation,f
menace,f
ménade,f
ménage,m
ménagement,m
ménager,m
ménagère,f
ménagerie,f
mendiante,f
mendicité,f
mendigot,m
mendigote,f
menée,f
ménesse,f
ménestrel,m
meneur,m
menez,m
menhaden,m
menhir,m
méninge,f
méningiome,m
méningite,f
méningocoque,m
ménisque,m
mennonite,m
menon,m
ménopause,f
menora,f
mensonge,m
menstrues,f
mensuel,m
mensuration,f
mentalité,f
menterie,f
menteur,m
menteuse,f
menthol,m
mentholé,m
menton,m
mentonnet,m
mentor,m
mentule,f
menu,m
menuet,m
menuise,f
menuiserie,f
méplat,m
mépris,m
méprise,f
mercantilisme,m
mercaptan,m
mercerie,f
merchandising,m
merci,f
merci2,m
mercier,m
mercredi,m
mercurey,m
mercuriale,f
mercurochrome,m
merde,f
merdouille,f
mère-grand,f
merguez,f
méridien,m
méridienne,f
méridional,m
meringue,f
mérinos,m
merise,f
mérite,m
méritocratie,f
merl,m
merlan,m
merleau,m
merlette,f
merlin,m
merlu,m
merluche,f
mérou,m
merrain,m
merveilleuse,f
merveilleux,m
merveillosité,f
mesa,f
mésalliance,f
mésange,f
mésaventure,f
mescal,m
mescaline,f
mesclun,m
mésencéphale,m
mésentente,f
mésentère,m
mésestime,f
mésintelligence,f
mesmérisme,m
mesnil,m
méson,m
mésopotamien,m
mésopotamienne,f
mésosphère,f
mésozoïque,m
mesquinerie,f
message,m
messager,m
messagère,f
messagerie,f
messéance,f
messer,m
messianisme,m
messidor,m
messie,m
messieurs-dames,m
messire,m
mestre,m
mesure,f
mesurette,f
mesureur,m
mesuron,m
mésusage,m
méta,m
métabolisme,m
métabolite,m
métacarpe,m
métacarpien,m
métairie,f
métal,m
métallisation,f
métallo,m
métallographie,f
métallurgie,f
métallurgiste,m
métamorphose,f
métaphase,f
métaphore,f
métaphysicien,m
métaphysicienne,f
métaphysique,f
métapsychologie,f
métastase,f
métatarse,m
métayage,m
métayer,m
métazoaire,m
métempsychose,f
météo,f
météore,m
météorite,f
météorologie,f
méthacrylate,m
méthadone,f
méthanal,m
méthane,m
méthanol,m
méthédrine,f
méthode,f
méthodisme,m
méthodologie,f
méthyle,m
méthylène,m
méticulosité,f
métier,m
métingue,m
métis,m
métissage,m
métisse,f
métonymie,f
métope,f
métrage,m
métreur,m
métrique,f
métrite,f
métro,m
métronome,m
métropole,f
métropolitain,m
métropolite,m
mets-la-toi,m
mets,m
metteur,m
metteuse,f
meublé,m
meuf,f
meuglement,m
meulage,m
meuleuse,f
meulière,f
meunier,m
meunière,f
meurette,f
meursault,m
meurtre-suicide,m
meurtre,m
meurtrière,f
meurtrissure,f
meusienne,f
meute,f
mévente,f
mexicain,m
mexicaine,f
mezcal,m
mezzanine,f
mi-africains,m
mi-airain,m
mi-allemand,m
mi-américaine,m
mi-ange,m
mi-angevins,m
mi-août,f
mi-appréhension,f
mi-artisan,m
mi-automne,f
mi-bandit,m
mi-bas,m
mi-blanc,m
mi-bois,m
mi-bordel,m
mi-bovins,m
mi-bras,m
mi-building,m
mi-café,m
mi-campagnarde,m
mi-canard,m
mi-capacité,f
mi-carrière,f
mi-chat,m
mi-chatte,f
mi-chemin,m
mi-chèvre,f
mi-chou,m
mi-chourineur,m
mi-cloître,m
mi-compote,f
mi-confit,m
mi-corps,m
mi-côte,f
mi-cousine,f
mi-coutume,f
mi-crabe,m
mi-créature,f
mi-croyant,m
mi-cuisse,f
mi-décadents,m
mi-décembre,m
mi-démon,m
mi-dentelle,f
mi-désir,m
mi-distance,f
mi-effrontée,m
mi-épaule,f
mi-espagnol,m
mi-étage,m
mi-été,m
mi-étendue,f
mi-étudiant,m
mi-européen,m
mi-excitation,f
mi-farceur,m
mi-femme,f
mi-fermiers,m
mi-février,f
mi-fiel,m
mi-figue,f
mi-flanc,m
mi-fleuve,m
mi-français,m
mi-garçon,m
mi-geste,m
mi-gigolpince,m
mi-gnon,m
mi-gonzesse,f
mi-grenier,m
mi-grognon,m
mi-hauteur,f
mi-homme,m
mi-humain,m
mi-humaine,m
mi-idiotes,m
mi-indien,m
mi-indifférente,m
mi-jambe,f
mi-janvier,f
mi-jersey,m
mi-joue,f
mi-jour,m
mi-journée,f
mi-juif,m
mi-juin,f
mi-laiton,m
mi-londrès,m
mi-longs,m
mi-longueur,f
mi-lourd,m
mi-machine,f
mi-mai,f
mi-marchande,m
mi-mars,f
mi-métal,m
mi-meublé,m
mi-mexicain,m
mi-mollet,m
mi-mondaine,m
mi-moqueur,m
mi-mot,m
mi-mouton,m
mi-moyen,m
mi-noir,m
mi-novembre,f
mi-nuit,f
mi-octobre,f
mi-officiel,m
mi-ogre,m
mi-oiseau,m
mi-oriental,m
mi-parcours,m
mi-patio,m
mi-patois,m
mi-peau,f
mi-pelouse,f
mi-pierre,f
mi-plaisant,m
mi-pleurant,m
mi-pleurnichard,m
mi-poisson,m
mi-poitrine,f
mi-porcine,m
mi-porté,m
mi-portugaise,m
mi-poucet,m
mi-poulet,m
mi-prestidigitateur,m
mi-promenoir,m
mi-protecteur,m
mi-putain,f
mi-railleur,m
mi-raisin,m
mi-réalité,f
mi-régime,m
mi-renaissance,f
mi-résigné,m
mi-roulotte,f
mi-route,f
mi-saison,f
mi-salade,f
mi-salaire,m
mi-satin,m
mi-secours,m
mi-seigneur,m
mi-sel,m
mi-septembre,f
mi-série,f
mi-singe,m
mi-sommet,m
mi-songe,m
mi-tantouse,f
mi-tendre,m
mi-tout,m
mi-trimestre,m
mi-végétal,m
mi-velours,m
mi-vénitien,m
mi-verre,m
mi-vie,f
mi-voix,f
mi-vrais,m
mi,m
miaou,m
miaulement,m
mica,m
miche,f
micheline,f
micheton,m
michetonneuse,f
micmac,m
micocoulier,m
micro-cravate,m
micro-onde,f
micro-ondes,m
micro-ordinateur,m
micro-organisme,m
micro-trottoir,m
microanalyse,f
microbe,m
microbiologie,f
microbus,m
microcassette,f
microcéphale,m
microchimie,f
microchirurgie,f
microcircuit,m
microclimat,m
microcomposant,m
microcopie,f
microcosme,m
microcycle,m
microédition,f
microfiche,f
microfilm,m
microgramme,m
microgravité,f
microlithe,m
micromètre,m
micron,m
microphone,m
microprocesseur,m
microscope,m
microscopie,f
microseconde,f
microsillon,m
microsociologie,f
microsonde,f
microstructure,f
miction,f
middle class,f
middle-west,m
midinette,f
midrash,m
midship,m
mie,f
miel,m
miellat,m
mielle,f
miellée,f
miette,f
mieux-être,m
mieux-vivre,m
mieux,m
mièvrerie,f
mignard,m
mignardise,f
mignonnette,f
migraineuse,f
migraineux,m
migrant,m
migration,f
mijaurée,f
mijoteuse,f
mil,m
milady,f
milanaise,f
mildiou,m
milice,f
milicienne,f
militant,m
militante,f
militantisme,m
militarisation,f
militarisme,m
milk-bar,m
mille-pattes,m
millénaire,m
millénarisme,m
millenium,m
millésime,m
milliard,m
milliardième,m
millième,m
millilitre,m
millimètre,m
million,m
milliseconde,f
milonga,f
milouin,m
mimétisme,m
mimi,m
mimique,f
mimodrame,m
mimolette,f
mimosa,m
mimosée,f
min,m
minage,m
minaret,m
minauderie,f
minaudière,f
minbar,m
minéral,m
minéralier,m
minéralisation,f
minerval,m
minestrone,m
minet,m
minette,f
mineure,f
mini-chaîne,f
mini-ordinateur,m
miniature,f
miniaturisation,f
minibar,m
minibus,m
minigolf,m
minimalisme,m
minimax,m
minimisation,f
minimum,m
ministère,m
minitel,m
minium,m
minoen,m
minois,m
minorité,f
minotaure,m
minoterie,f
minotier,m
minou,m
minuit,m
minus habens,m
minus,m
minute,f
minuterie,f
minuteur,m
minutie,f
miquette,f
mir,m
mirabelle,f
mirabellier,m
mirabilis,m
miraculé,m
mirage,m
mire,f
mirepoix,f
mirette,f
mirliflore,m
mirliton,m
mirmidon,m
miroiterie,f
miroitier,m
mironton,m
miroton,m
misaine,f
misanthropie,f
mise,f
misérabilisme,m
miserere,m
miséreuse,f
miséreux,m
miséricorde,f
misogynie,f
missilier,m
mission-suicide,f
mission,f
mistigri,m
mistoufle,f
mistral,m
mita,f
mitan,m
mitard,m
mite,f
miteuse,f
miteuserie,f
mithridatisation,f
mitigeur,m
mitochondrie,f
miton,m
mitose,f
mitoufle,f
mitoyenneté,f
mitraillage,m
mitrailleuse,f
mitre,f
mixage,m
mixer,m
mixité,f
mixture,f
mn,m
mnémotechnie,f
mnémotechnique,f
mobil-home,m
mobile,m
mobilier,m
mobilisation,f
mobilité,f
mobylette,f
mocassin,m
mocheté,f
moco,m
mod,m
modalité,f
model,m
modelage,m
modelé,m
modeleur,m
modélisation,f
modélisme,m
modem,m
modérateur,m
modération,f
modéré,m
modérée,f
modern-style,m
modernisation,f
modernisme,m
modernité,f
modestie,f
modicité,f
modification,f
modillon,m
modulation,f
module,m
modus vivendi,m
moelle,f
moellon,m
moeurs,f
moghol,m
mohair,m
mohican,m
moho,m
moi-moi-moi,m
moignon,m
moine,m
moins,m
moiré,m
moise,f
moïse,m
moisi,m
moisissure,f
moisson,f
moissonneur,m
moissonneuse-batteuse,f
moissonneuse-lieuse,f
moissonneuse,f
moiteur,f
moitié,f
moka,m
molaire,f
molard,m
molasse,f
mole,f
molécule,f
molène,f
moleskine,f
molestation,f
molette,f
mollah,m
mollasson,m
mollesse,f
mollet,m
molleton,m
moloch,m
molosse,m
moly,m
molybdène,m
moman,f
mombin,m
moment-clé,m
moment,m
mômerie,f
momichon,m
momie,f
momification,f
mominette,f
mon,m
monachisme,m
monade,f
monadologie,f
monarchie,f
monastère,m
monbazillac,m
monceau,m
mondain,m
mondaine,f
mondiale,m
mondialisation,f
mondovision,f
mongole,f
mongolie,f
mongolien,m
mongolienne,f
moniale,f
moniteur,m
monition,f
monitor,m
monitorage,m
monitoring,m
monitrice,f
monnaie-du-pape,f
monnaie,f
monnayeur,m
monoamine,f
monobloc,m
monochromie,f
monocle,m
monocoque,m
monocratie,f
monoculture,f
monocycle,m
monocylindre,m
monodie,f
monofilament,m
monogame,m
monogamie,f
monogramme,m
monographie,f
monolinguisme,m
monolithe,m
monolithisme,m
monologue,m
monomanie,f
monôme,m
monomoteur,m
mononucléose,f
monoplan,m
monopole,m
monopoly,m
monoprix,m
monorail,m
monospace,m
monosyllabe,m
monothéisme,m
monotonie,f
monotype,m
monoxyde,m
monseigneur,m
monsieur,m
monstrance,f
monstre,m
monstruosité,f
mont-blanc,m
mont-de-piété,m
montagnarde,f
montagne,f
montaison,f
montant,m
monte-charge,m
monte-plat,m
monte,f
montée,f
monténégrin,m
monteuse,f
montgolfière,f
montjoie,f
montmartrois,m
montparno,m
montpelliéraine,f
montre-bracelet,f
montre-gousset,f
montre-la-moi,f
montreuse,f
monture,f
monument,m
monumentalité,f
moonisme,m
mooré,m
moos,m
moque,f
moquerie,f
moquette,f
moqueur,m
moraillon,m
moraine,f
moralisateur,m
moralisation,f
moralisme,m
moralité,f
morasse,f
moratoire,m
morbac,m
morbidesse,f
morbidité,f
morbier,m
morcellement,m
morcif,m
mordançage,m
mordant,m
mordeur,m
mordeuse,f
mordillage,m
mordillement,m
morelle,f
morfalou,m
morfil,m
morgeline,f
morgon,m
morgue,f
moria,f
moribond,m
moribonde,f
moricaud,m
moricaude,f
morille,f
morillon,m
morlingue,m
mornifle,f
morosité,f
morphing,m
morphogenèse,f
morphologie,f
morpion,m
mort,f
mort-aux-rats,f
mort-né,m
mortaise,f
mortaiseuse,f
mortalité,f
morte-saison,f
morte,f
mortel,m
mortelle,f
mortes-eaux,f
mortier,m
morue,f
morula,f
morveux,m
mosaïque,f
mosaïste,m
mosquée,f
mot-clé,m
mot-valise,m
mot,m
motard,m
motarde,f
motel,m
motesse,f
motet,m
moteur-fusée,m
moteur,m
motif,m
motilité,f
motion,f
motivateur,m
motivation,f
moto-club,f
moto-cross,m
moto,f
motoculteur,m
motoculture,f
motocycle,m
motocyclette,f
motocyclisme,m
motoneige,f
motoneurone,m
motorisation,f
motrice,f
motricité,f
mots-croisés,m
motte,f
mottereau,m
motteux,m
mouchachou,m
mouchage,m
mouchard,m
mouchardage,m
moucharde,f
mouche,f
mouchette,f
moucheture,f
moucheur,m
mouchoir,m
moudjahiddine,m
mouette,f
moufette,f
moufle,f
mouillage,m
mouille,f
mouillette,f
mouilleur,m
mouillon,m
mouillure,f
mouise,f
moujahid,m
moujik,m
moukère,f
mouleur,m
moulin-à-vent,m
moulin,m
moulinage,m
moulinet,m
moulinette,f
mouluration,f
moumoune,f
moumoute,f
mound,m
mourant,m
mouron,m
mourre,f
mousmé,f
mousquet,m
mousquetade,f
mousqueterie,f
mousqueton,m
moussage,m
moussaillon,m
mousseline,f
mousseron,m
mousson,f
moustagache,f
moustiquaire,f
moustique,m
moutard,m
moutarde,f
moutardier,m
moutier,m
mouton,m
moutonnement,m
moutonnerie,f
mouture,f
mouvance,f
mouvement,m
moyen-âge,m
moyen-oriental,m
moyenne,f
moyeu,m
mozzarella,f
mozzarelle,f
muchacho,m
mucilage,m
mucor,m
mucosité,f
mucoviscidose,f
mucus,m
mudéjar,m
mue,f
muesli,m
muette,f
muezzin,m
muffin,m
mufle,m
muflée,f
mufti,m
muge,m
muguet,m
muid,m
mulâtre,m
mule,f
mulet,m
muleta,f
muletier,m
mulette,f
mullah,m
mulon,m
mulot,m
multiculturalisme,m
multinationale,f
multipare,f
multiple,m
multiplex,m
multiplication,f
multiplicité,f
multiprise,f
multipropriété,f
multitâche,m
multitude,f
mungo,m
munichois,m
municipalité,f
municipe,m
munificence,f
munster,m
muon,m
muqueuse,f
murage,m
muraille,f
mûre,f
murène,f
muretin,m
murex,m
muridé,m
mûrier,m
murin,m
mûrissement,m
mûrisserie,f
murmel,m
mûron,m
musaraigne,f
musard,m
musardise,f
musc,m
muscade,f
muscadelle,f
muscadet,m
muscadin,m
muscadine,f
muscat,m
muscovite,f
musculature,f
muse,f
museau,m
musée,m
muséologie,f
muserolle,f
musette,f
musettes-repa,f
muséum,m
musicalité,f
musicien,m
musicologie,f
musicothérapie,f
musiquette,f
musoir,m
musqué,m
must,m
mustang,m
mustélidé,m
musulman,m
musulmane,f
mutabilité,f
mutant,m
mutante,f
mutation,f
mutilation,f
mutilé,m
mutine,f
mutinerie,f
mutisme,m
mutité,f
mutualisme,m
mutualité,f
mutuelle,f
myasthénie,f
mycène,m
mycénien,m
mycologie,f
mycose,f
myéline,f
myélite,f
myéloblaste,m
myocarde,m
myocardiopathie,f
myocardite,f
myoclonie,f
myoglobine,f
myographe,m
myopathie,f
myopie,f
myosine,f
myosis,m
myosotis,m
myriade,f
myriophylle,f
myrte,m
mystagogie,f
mystagogue,m
myste,m
mystère,m
mysticisme,m
mystificatrice,f
mythe,m
mythisation,f
mythologie,f
mythomanie,f
myxoedémateuse,f
myxomatose,f
n,m
n',m
na,f
nabab,m
nabi,m
nable,m
nabote,f
nacarat,m
nacelle,f
nacrure,f
nadir,m
naevus,m
naga,m
nageoire,f
naïf,m
nain,m
naine,f
naira,m
naissain,m
naissance,f
naïve,f
naïveté,f
namibien,m
nana,f
nanar,m
nanisme,m
nankin,m
nanomètre,m
nanoseconde,f
nanotechnologie,f
nantais,m
nantaise,f
nantie,f
nantissement,m
napel,m
naphtalène,m
naphtaline,f
naphte,m
napoléon,m
napolitain,m
napolitaine,f
nappage,m
narco-analyse,f
narcolepsie,f
narcose,f
narcotique,m
narcotrafic,m
narcotrafiquant,m
nard,m
narghilé,m
narquoiserie,f
narrateur,m
narration,f
narratrice,f
narthex,m
narval,m
nasal,m
nasard,m
nasarde,f
nasdaq,m
nase,m
naseau,m
nasique,m
nasopharynx,m
nasse,f
natalité,f
natation,f
national-socialisme,m
nationalisation,f
nationalisme,m
nationalité,f
native,f
nativité,f
natrémie,f
natron,m
natrum,m
natte,f
nattier,m
naturalisation,f
naturalisé,m
nature,f
naturel,m
naturisme,m
naufragé,m
naufragée,f
naufrageur,m
naufrageuse,f
nausée,f
naute,m
nautile,m
nautilus,m
nautonier,m
navaja,f
navale,f
navarin,m
navarrais,m
nave,f
navel,f
navet,m
navette,f
navicert,m
navigabilité,f
navigant,m
navigateur,m
navigation,f
navigatrice,f
navire-citerne,m
navire-hôpital,m
navires-école,m
navrance,f
nay,f
nazaréen,m
nazi,m
nazie,f
nazillon,m
néandertalien,m
néant,m
néantisation,f
nébuleuse,f
nébuliseur,m
nébulosité,f
nécessaire,m
nécessité,f
nécessiteux,m
neck,m
nécro,f
nécrobiose,f
nécrologe,m
nécrologie,f
nécromancie,f
nécromancien,m
nécromancienne,f
nécromant,m
nécrophagie,f
nécrophilie,f
nécropole,f
nécropsie,f
nécrose,f
nectar,m
nectarine,f
néerlandais,m
néerlandaise,f
nèfle,f
néflier,m
négatif,m
négation,f
négationnisme,m
négative,f
négativisme,m
négativité,f
négligé,m
négligence,f
négligent,m
négoce,m
négociant,m
négociante,f
négociateur,m
négociation,f
négociatrice,f
nègre,m
négresse,f
négrier,m
négril,m
négrillon,m
négritude,f
negro spiritual,m
négro,m
négus,m
neige,f
nématode,m
nemrod,m
néné,m
nénesse,m
nénette,f
nénuphar,m
néo-colonialisme,m
néo-fascisme,m
néo-figuration,f
néo-flic,m
néo-gangster,m
néo-gothique,m
néo-malthusianisme,m
néo-mouvement,m
néo-réalisme,m
néo-zélandais,m
néocortex,m
néolibéralisme,m
néologisme,m
néon,m
néonazi,m
néoplasie,f
néoplasme,m
néoplatonisme,m
néoprène,m
népalais,m
népalaise,f
nèpe,f
népenthès,m
néphrectomie,f
néphrite,f
néphrologie,f
nephtys,m
népotisme,m
néréide,f
néroli,m
nerprun,m
nerveuse,f
nervosité,f
nescafé,m
nestor,m
nestorianisme,m
nestorien,m
netteté,f
nettoiement,m
nettoyant,m
nettoyeur,m
nettoyeuse,f
neuneu,m
neurasthénie,f
neurinome,m
neurobiologie,f
neurochimie,f
neurochirurgie,f
neurochirurgienne,f
neurofibromatose,f
neuroleptique,m
neurolinguistique,f
neurologie,f
neurone,m
neuropathie,f
neuropathologie,f
neuropeptide,m
neurophysiologie,f
neuropsychiatrie,f
neuroscience,f
neurotoxine,f
neurotransmetteur,m
neutralisateur,m
neutralisation,f
neutralité,f
neutron,m
neutropénie,f
neuvaine,f
névé,m
neveu,m
névralgie,f
névrite,f
névroptère,m
névrose,f
névrosé,m
new wave,f
new-yorkais,m
new-yorkaise,f
new,m
ney,m
niaiserie,f
nicaraguayen,m
nicaraguayenne,f
nichan,m
niche,f
nichon,m
niçoise,f
nicotine,f
nictation,f
nid,m
nidification,f
nidificatrice,f
niébé,m
nièce,f
nième,m
nière,m
nietzschéen,m
nietzschéenne,f
nigaude,f
nigauderie,f
nigelle,f
nigérian,m
nigérien,m
nikkei,m
nim,m
nimbé,m
nimbo-stratus,m
nimbus,m
ninas,m
niobium,m
niolo,m
nippon,m
nique,f
nirvana,m
nisan,m
nitrate,m
nitre,m
nitrite,m
nitrogène,m
nitroglycérine,f
nivaquine,f
niveau,m
niveleur,m
niveleuse,f
nivellement,m
nixe,f
no man's land,m
nobiliaire,m
nobilitas,f
noblaillon,m
noblesse,f
nobliau,m
noce,f
noceuse,f
nocher,m
nochère,f
nocivité,f
noctambulisme,m
nocturnal,m
nodosité,f
nodule,m
nodus,m
noël,m
noeud,m
noir,m
noiraud,m
noire,f
noise,f
nolis,m
nom,m
nomadisme,m
nombre,m
nombrilisme,m
nomenclature,f
nomenklatura,f
nomination,f
non-agression,f
non-alignement,m
non-amour,m
non-appartenance,f
non-assistance,f
non-blanc,m
non-combattant,m
non-comparution,f
non-concurrence,f
non-conformisme,m
non-conformité,f
non-consommation,f
non-croyance,f
non-croyant,m
non-culpabilité,f
non-dit,m
non-droit,m
non-événement,m
non-existence,f
non-ferreux,m
non-fumeur,m
non-initié,m
non-intervention,f
non-paiement,m
non-participation,f
non-pesanteur,f
non-présence,f
non-prolifération,f
non-recevoir,m
non-représentation,f
non-résistance,f
non-respect,m
non-retour,m
non-savoir,m
non-séparation,f
non-utilisation,f
non-vie,f
non-violence,f
non-violent,m
non-violente,f
non-vouloir,m
non-voyant,m
non-voyante,f
nonciature,f
none,f
nonidi,m
nonnain,m
nonnette,f
nope,f
noradrénaline,f
nord-américain,m
nord-coréen,m
nord-coréenne,f
nord-nord-est,m
nord-vietnamien,m
nordet,m
nordicité,f
noria,f
normal,m
normalien,m
normalienne,f
normalisation,f
normalité,f
normand,m
normande,f
norme,f
noroît,m
norvégien,m
norvégienne,f
nostalgie,f
nota,m
notabilité,f
notaire,m
notariat,m
notation,f
notice,f
notification,f
notion,f
notoriété,f
notule,f
nouage,m
nouba,f
noue,f
nougatine,f
nouille,f
noumène,m
nounours,m
nourrice,f
nourricier,m
nourricière,f
nourrissage,m
nourrisseur,m
nourriture,f
nouveau-né,m
nouveauté,f
nouvelle,f
nouvelleté,f
nova,f
novateur,m
novation,f
novelette,f
novélisation,f
novembre,m
noviciat,m
novillero,m
novillo,m
novocaïne,f
novotique,f
noyade,f
noyautage,m
noyé,m
noyée,f
nu,m
nuance,f
nuancier,m
nubien,m
nubilité,f
nubuck,m
nucléaire,m
nucléoside,m
nucléotide,m
nucléus,m
nudisme,m
nue-propriété,f
nue,f
nuée,f
nuisance,f
nuisette,f
nuit,f
nuitard,m
nuitée,f
nuiteux,m
nul,m
nullité,f
numéraire,m
numérateur,m
numération,f
numérisation,f
numéro,m
numérologie,f
numérotage,m
numérotation,f
numerus clausus,m
nunchaku,m
nuoc-mâm,m
nuptialité,f
nuque,f
nurse,f
nursery,f
nursing,m
nutriment,m
nutrition,f
nylon,m
nymphe,f
nymphéa,m
nymphée,m
nymphette,f
nymphomanie,f
oaristys,f
oasis,f
ob,m
obédience,f
obéissance,f
obélisque,m
obésité,f
objectif,m
objection,f
objectivation,f
objectivité,f
objurgation,f
oblat,m
oblation,f
obligation,f
obligé,m
obligeance,f
obligée,f
obliquité,f
oblitération,f
obnubilation,f
obole,f
obscénité,f
obscurantisme,m
obscurcissement,m
obscurité,f
obsédé,m
obsèques,f
obséquiosité,f
observance,f
observant,m
observateur,m
observation,f
observatrice,f
obsession,f
obsidienne,f
obsolescence,f
obstacle,m
obstétricien,m
obstétricienne,f
obstétrique,f
obstiné,m
obstruction,f
obstructionnisme,m
obturateur,m
obturation,f
obus,m
obusier,m
obverse,f
ocarina,m
occase,f
occasion,f
occident,m
occidental,m
occidentale,f
occidentalisation,f
occidentalisme,m
occiput,m
occitan,m
occlusion,f
occultation,f
occultisme,m
occupant,m
occupante,f
occupation,f
occurrence,f
océan,m
océanographie,f
océanologie,f
ocelle,m
octane,m
octant,m
octave,f
octet,m
octidi,m
octobre,m
octogone,m
octosyllabe,m
octroi,m
octuor,m
oculaire,m
oculus,m
ocytocine,f
odalisque,f
ode,f
odelette,f
odéon,m
odeur,f
odomètre,m
odontologie,f
odorat,m
odyssée,f
oecuménisme,m
oedème,m
oedipe,m
oeil-de-boeuf,m
oeillade,f
oeillère,f
oeillet,m
oeilleton,m
oeillette,f
oeils-de-perdrix,m
oenologie,f
oenothera,m
oenothère,m
oesophage,m
oestrogène,m
oeuvrette,f
off-shore,m
offense,f
offensé,m
offenseur,m
offensive,f
offertoire,m
office,f
office2,m
official,m
officialité,f
officiant,m
officiel,m
officielle,f
officier,m
officière,f
officine,f
offrande,f
offrant,m
offre,f
offuscation,f
oflag,m
ogive,f
ognon,m
ogre,m
ogresse,f
oie,f
oïl,m
oille,f
oing,m
oiseau-clé,m
oiseau-lyre,m
oiseau-vedette,m
oiseleur,m
oiselier,m
oiselière,f
oiselle,f
oisellerie,f
oisif,m
oisiveté,f
oison,m
oka,m
okapi,m
okoumé,m
ola,f
oléagineux,m
olécrane,m
oléfine,f
oléiculteur,m
oléine,f
oléoduc,m
olfactomètre,m
olibrius,m
oligarchie,f
oligo-élément,m
olivaie,f
olive,f
oliver,m
oliveraie,f
olivette,f
olivier,m
olivine,f
olla podrida,f
olympe,m
olympiade,f
ombelle,f
ombellifère,f
ombilic,m
omble,m
ombrée,f
ombrelle,f
oméga,m
omelette,f
omerta,f
omicron,m
omis,m
omnibus,m
omnipotence,f
omniprésence,f
omnipuissance,f
omniscience,f
omnium,m
omoplate,f
omphalos,m
on-dit,m
on,m
onanisme,m
once,f
oncle,m
oncologie,f
onctuosité,f
ondatra,m
onde,f
ondin,m
ondine,f
ondoiement,m
ondulation,f
one-step,m
onglée,f
onglet,m
onglon,m
onguent,m
ongulé,m
onirisme,m
onirologie,f
onomatopée,f
onopordon,m
