phon,gen
mEta,m
mEtabOlizm,m
mEtabOlit,m
mEtakaʁp,m
mEtakaʁpjɛ̃,m
mEtEʁi,f
mEtal,m
mEtalizasjɔ̃,f
mEtalo,m
mEtalOgʁafi,f
mEtalyʁʒi,f
mEtalyʁʒist,m
mEtamɔʁfoz,f
mEtafaz,f
mEtafɔʁ,f
mEtafizisjɛ̃,m
mEtafizisjɛn,f
mEtafizik,f
mEtapsikOlOʒi,f
mEtastaz,f
mEtataʁs,m
mEtEjaʒ,m
mEtEje,m
mEtazOɛʁ,m
mEtɑ̃psikoz,f
mEtEo,f
mEtEɔʁ,m
mEtEOʁit,f
mEtEOʁOlOʒi,f
mEtakʁilat,m
mEtadɔn,f
mEtanal,m
mEtan,m
mEtanOl,m
mEtEdʁin,f
mEtɔd,f
mEtOdizm,m
mEtOdOlOʒi,f
mEtil,m
mEtilɛn,m
mEtikylOzite,f
mEtje,m
mEtɛ̃g,m
mEtis,m
mEtisaʒ,m
mEtis,f
mEtOnimi,f
mEtɔp,f
mEtʁaʒ,m
mEtʁœʁ,m
mEtʁik,f
mEtʁit,f
mEtʁo,m
mEtʁOnɔm,m
mEtʁOpɔl,f
mEtʁOpOlitɛ̃,m
mEtʁOpOlit,m
mElatwa,m
mɛ,m
mEtœʁ,m
mEtøz,f
mØble,m
mœf,f
mØgləmɑ̃,m
mØlaʒ,m
mØløz,f
møljɛʁ,f
mØnje,m
mØnjɛʁ,f
mØʁɛt,f
mœʁso,m
mœʁtʁəsɥisid,m
mœʁtʁ,m
mœʁtʁijɛʁ,f
mœʁtʁisyʁ,f
mØzjɛn,f
møt,f
mEvɑ̃t,f
mEksikɛ̃,m
mEksikɛn,f
mEzkal,m
mEdzanin,f
miafʁikɛ̃,m
miEʁɛ̃,m
mialəmɑ̃,m
miamEʁikɛn,m
miɑ̃ʒ,m
miɑ̃ʒəvɛ̃,m
miut,f
miapʁEɑ̃sjɔ̃,f
miaʁtizɑ̃,m
miOtɔn,f
mibɑ̃di,m
miba,m
miblɑ̃,m
mibwa,m
mibɔʁdɛl,m
mibOvɛ̃,m
mibʁa,m
mibildiŋ,m
mikafe,m
mikɑ̃paɲaʁd,m
mikanaʁ,m
mikapasite,f
mikaʁjɛʁ,f
miʃa,m
miʃat,f
miʃəmɛ̃,m
miʃɛvʁ,f
miʃu,m
miʃuʁinœʁ,m
miklwatʁ,m
mikɔ̃pɔt,f
mikɔ̃fi,m
mikɔʁ,m
mikot,f
mikuzin,f
mikutym,f
mikʁab,m
mikʁEatyʁ,f
mikʁwajɑ̃,m
mikɥis,f
midEkadɑ̃,m
midEsɑ̃bʁ,m
midEmɔ̃,m
midɑ̃tɛl,f
midEziʁ,m
midistɑ̃s,f
miEfʁɔ̃te,m
miEpol,f
miEspaɲɔl,m
miEtaʒ,m
miEte,m
miEtɑ̃dy,f
miEtydjɑ̃,m
miØʁOpEɛ̃,m
miEksitasjɔ̃,f
mifaʁsœʁ,m
mifam,f
mifɛʁmje,m
mifEvʁije,f
mifjɛl,m
mifig,f
miflɑ̃,m
miflœv,m
mifʁɑ̃sɛ,m
migaʁsɔ̃,m
miʒɛst,m
miʒigɔlpɛ̃s,m
miɲɔ̃,m
migɔ̃zɛs,f
migʁənje,m
migʁOɲɔ̃,m
miOtœʁ,f
miɔm,m
miymɛ̃,m
miymɛn,m
miidjɔt,m
miɛ̃djɛ̃,m
miɛ̃difEʁɑ̃t,m
miʒɑ̃b,f
miʒɑ̃vje,f
miʒɛʁzɛ,m
miʒu,f
miʒuʁ,m
miʒuʁne,f
miʒɥif,m
miʒɥɛ̃,f
milEtɔ̃,m
milɔ̃dʁɛs,m
milɔ̃,m
milɔ̃gœʁ,f
miluʁ,m
mimaʃin,f
mimɛ,f
mimaʁʃɑ̃d,m
mimaʁs,f
mimEtal,m
mimØble,m
mimEksikɛ̃,m
mimOlɛ,m
mimɔ̃dɛn,m
mimOkœʁ,m
mimo,m
mimutɔ̃,m
mimwajɛ̃,m
minwaʁ,m
minOvɑ̃bʁ,f
minɥi,f
miOktɔbʁ,f
miOfisjɛl,m
miɔgʁ,m
miwazo,m
miOʁjɑ̃tal,m
mipaʁkuʁ,m
mipatjo,m
mipatwa,m
mipo,f
mipəluz,f
mipjɛʁ,f
miplEzɑ̃,m
miplØʁɑ̃,m
miplœʁniʃaʁ,m
mipwasɔ̃,m
mipwatʁin,f
mipɔʁsin,m
mipɔʁte,m
mipɔʁtygɛz,m
mipusɛ,m
mipulɛ,m
mipʁEstidiʒitatœʁ,m
mipʁOmənwaʁ,m
mipʁOtEktœʁ,m
mipytɛ̃,f
miʁajœʁ,m
miʁEzɛ̃,m
miʁEalite,f
miʁEʒim,m
miʁənEsɑ̃s,f
miʁEziɲe,m
miʁulɔt,f
miʁut,f
misEzɔ̃,f
misalad,f
misalɛʁ,m
misatɛ̃,m
misəkuʁ,m
misEɲœʁ,m
misɛl,m
misɛptɑ̃bʁ,f
misEʁi,f
misɛ̃ʒ,m
misOmɛ,m
misɔ̃ʒ,m
mitɑ̃tuz,f
mitɑ̃dʁ,m
mitu,m
mitʁimɛstʁ,m
mivEʒEtal,m
mivəluʁ,m
mivEnisjɛ̃,m
mivɛʁ,m
mivi,f
mivwa,f
mivʁɛ,m
mi,m
mjau,m
mjOləmɑ̃,m
mika,m
miʃ,f
miʃəlin,f
miʃətɔ̃,m
miʃətOnøz,f
mikmak,m
mikOkulje,m
mikʁOkʁavat,m
mikʁOɔ̃d,f
mikʁOɔ̃d,m
mikʁOOʁdinatœʁ,m
mikʁOɔʁganizm,m
mikʁOtʁOtwaʁ,m
mikʁOanaliz,f
mikʁɔb,m
mikʁObjOlOʒi,f
mikʁObys,m
mikʁokasɛt,f
mikʁOsEfal,m
mikʁOʃimi,f
mikʁOʃiʁyʁʒi,f
mikʁOsiʁkɥi,m
mikʁOklima,m
mikʁokɔ̃pOzɑ̃,m
mikʁOkOpi,f
mikʁOkosm,m
mikʁOsikl,m
mikʁOEdisjɔ̃,f
mikʁOfiʃ,f
mikʁOfilm,m
mikʁOgʁam,m
mikʁOgʁavite,f
mikʁOlit,m
mikʁOmɛtʁ,m
mikʁɔ̃,m
mikʁOfɔn,m
mikʁOpʁOsEsœʁ,m
mikʁOskɔp,m
mikʁOskOpi,f
mikʁOsəgɔ̃d,f
mikʁosijɔ̃,m
mikʁOsOsjOlOʒi,f
mikʁOsɔ̃d,f
mikʁOstʁyktyʁ,f
miksjɔ̃,f
midœlklas,f
midœlwɛst,m
midinɛt,f
midʁaʃ,m
mitʃip,m
mi,f
mjɛl,m
mjEla,m
mjɛl,f
mjEle,f
mjɛt,f
mjØzɛtʁ,m
mjøvivʁ,m
mjø,m
mjɛvʁəʁi,f
miɲaʁ,m
miɲaʁdiz,f
miɲOnɛt,f
migʁEnøz,f
migʁEnø,m
migʁɑ̃,m
migʁasjɔ̃,f
miʒOʁe,f
miʒOtøz,f
mil,m
milEdi,f
milanɛz,f
mildju,m
milis,f
milisjɛn,f
militɑ̃,m
militɑ̃t,f
militɑ̃tizm,m
militaʁizasjɔ̃,f
militaʁizm,m
milkbaʁ,m
milpat,m
milEnɛʁ,m
milEnaʁizm,m
milEnjɔm,m
milEzim,m
miljaʁ,m
miljaʁdjɛm,m
miljɛm,m
mililitʁ,m
milimɛtʁ,m
miljɔ̃,m
milisəgɔ̃d,f
milɔ̃ga,f
milwɛ̃,m
mimEtizm,m
mimi,m
mimik,f
mimOdʁam,m
mimOlɛt,f
mimOza,m
mimOze,f
min,m
minaʒ,m
minaʁɛ,m
minOdəʁi,f
minOdjɛʁ,f
minbaʁ,m
minEʁal,m
minEʁalje,m
minEʁalizasjɔ̃,f
minɛʁval,m
minEstʁɔn,m
minɛ,m
minɛt,f
minœʁ,f
miniʃɛn,f
miniɔʁdinatœʁ,m
minjatyʁ,f
minjatyʁizasjɔ̃,f
minibaʁ,m
minibys,m
minigɔlf,m
minimalizm,m
minimaks,m
minimizasjɔ̃,f
minimɔm,m
ministɛʁ,m
minitɛl,m
minjɔm,m
minOɛ̃,m
minwa,m
minOʁite,f
minOtɔʁ,m
minOtəʁi,f
minOtje,m
minu,m
minɥi,m
minysabɛns,m
minys,m
minyt,f
minytəʁi,f
minytœʁ,m
minysi,f
mikɛt,f
miʁ,m
miʁabɛl,f
miʁabElje,m
miʁabilis,m
miʁakyle,m
miʁaʒ,m
miʁ,f
miʁəpwa,f
miʁɛt,f
miʁliflɔʁ,m
miʁlitɔ̃,m
miʁmidɔ̃,m
miʁwatəʁi,f
miʁwatje,m
miʁɔ̃tɔ̃,m
miʁOtɔ̃,m
mizɛn,f
mizɑ̃tʁOpi,f
miz,f
mizEʁabilizm,m
mizEʁEʁe,m
mizEʁøz,f
mizEʁø,m
mizEʁikɔʁd,f
mizOʒini,f
misilje,m
misjɔ̃sɥisid,f
misjɔ̃,f
mistigʁi,m
mistufl,f
mistʁal,m
mita,f
mitɑ̃,m
mitaʁ,m
mit,f
mitøz,f
mitøzəʁi,f
mitʁidatizasjɔ̃,f
mitiʒœʁ,m
mitOkɔ̃dʁi,f
mitɔ̃,m
mitoz,f
mitufl,f
mitwajɛnəte,f
mitʁajaʒ,m
mitʁajøz,f
mitʁ,f
miksaʒ,m
miksœʁ,m
miksite,f
mikstyʁ,f
minyt,m
mnEmOtEkni,f
mnEmOtEknik,f
mObilOm,m
mObil,m
mObilje,m
mObilizasjɔ̃,f
mObilite,f
mObilɛt,f
mOkasɛ̃,m
mɔʃəte,f
mOko,m
mɔd,m
mOdalite,f
mOdɛl,m
mOdəlaʒ,m
mOdəle,m
mOdəlœʁ,m
mOdElizasjɔ̃,f
mOdElizm,m
mOdɛm,m
mOdEʁatœʁ,m
mOdEʁasjɔ̃,f
mOdEʁe,m
mOdeʁe,f
mOdɛʁnstil,m
mOdEʁnizasjɔ̃,f
mOdɛʁnizm,m
mOdɛʁnite,f
mOdEsti,f
mOdisite,f
mOdifikasjɔ̃,f
mOdijɔ̃,m
mOdylasjɔ̃,f
mOdyl,m
mOdysvivɛndi,m
mwal,f
mwalɔ̃,m
#DEF#,f
mOgɔl,m
mOɛʁ,m
mOikɑ̃,m
mOo,m
mwamwamwa,m
mwaɲɔ̃,m
mwan,m
mwɛ̃,m
mwaʁe,m
mwaz,f
mOiz,m
mwazi,m
mwazisyʁ,f
mwasɔ̃,f
mwasOnœʁ,m
mwasOnøzbatøz,f
mwasOnøzljøz,f
mwasOnøz,f
mwatœʁ,f
mwatje,f
mOka,m
mOlɛʁ,f
mOlaʁ,m
mOlas,f
mol,f
mOlEkyl,f
mOlɛn,f
mOlEskin,f
mOlEstasjɔ̃,f
mOlɛt,f
mOla,m
mOlasɔ̃,m
mOlɛs,f
mOlɛ,m
mɔlətɔ̃,m
mOlɔk,m
mOlɔs,m
mOli,m
mOlibdɛn,m
mOmɑ̃,f
mɔ̃bɛ̃,m
mOmɑ̃kle,m
mOmɑ̃,m
moməʁi,f
mOmiʃɔ̃,m
mOmi,f
mOmifikasjɔ̃,f
mOminɛt,f
mɔ̃,m
mOnaʃizm,m
mOnad,f
mOnadOlɔʒi,f
mOnaʁʃi,f
mOnastɛʁ,m
mɔ̃bazijak,m
mɔ̃so,m
mɔ̃dɛ̃,m
mɔ̃dɛn,f
mɔ̃djal,m
mɔ̃djalizasjɔ̃,f
mɔ̃dOvizjɔ̃,f
mɔ̃gɔl,f
mɔ̃gOli,f
mɔ̃gOljɛ̃,m
mɔ̃gOljɛn,f
mOnjal,f
mOnitœʁ,m
mOnisjɔ̃,f
mOnitɔʁ,m
mOnitOʁaʒ,m
mOnitOʁiŋ,m
mOnitʁis,f
mOnEdypap,f
mOnɛ,f
mOnEjœʁ,m
mOnOamin,f
mOnOblɔk,m
mOnOkʁOmi,f
mOnɔkl,m
mOnOkɔk,m
mOnOkʁasi,f
mOnOkyltyʁ,f
mOnOsikl,m
mOnOsilɛ̃dʁ,m
mOnOdi,f
mOnOfilamɑ̃,m
mOnOgam,m
mOnOgami,f
mOnOgʁam,m
mOnOgʁafi,f
mOnOlɛ̃gɥizm,m
mOnOlit,m
mOnOlitizm,m
mOnOlɔg,m
mOnOmani,f
mOnom,m
mOnOmOtœʁ,m
mOnOnyklEoz,f
mOnOplɑ̃,m
mOnOpɔl,m
mOnOpOli,m
mOnOpʁi,m
mOnOʁaj,m
mOnOspas,m
mOnOsilab,m
mOnOtEizm,m
mOnOtOni,f
monotip,m
mOnOksid,m
mɔ̃sEɲœʁ,m
mØsjø,m
mɔ̃stʁɑ̃s,f
mɔ̃stʁ,m
mɔ̃stʁyOzite,f
mɔ̃blɑ̃,m
mɔ̃dəpjEte,m
mɔ̃taɲaʁd,f
mɔ̃taɲ,f
mɔ̃tEzɔ̃,f
mɔ̃tɑ̃,m
mɔ̃tʃaʁʒ,m
mɔ̃tpla,m
mɔ̃t,f
mɔ̃te,f
mɔ̃tEnEgʁɛ̃,m
mɔ̃tøz,f
mɔ̃gɔlfjɛʁ,f
mɔ̃ʒwa,f
mɔ̃maʁtʁwa,m
mɔ̃paʁno,m
mɔ̃pəljEʁɛn,f
mɔ̃tʁəbʁasəlɛ,f
mɔ̃tʁəgusɛ,f
mɔ̃tʁəlamwa,f
mɔ̃tʁøz,f
mɔ̃tyʁ,f
mOnymɑ̃,m
mOnymɑ̃talite,f
munizm,m
mOʁe,m
mɔs,m
mɔk,f
mɔkəʁi,f
mOkɛt,f
mOkœʁ,m
mOʁajɔ̃,m
mOʁɛn,f
mOʁalizatœʁ,m
mOʁalizasjɔ̃,f
mOʁalizm,m
mOʁalite,f
mOʁas,f
mOʁatwaʁ,m
mɔʁbak,m
mɔʁbidɛs,f
mɔʁbidite,f
mɔʁbje,m
mɔʁsɛləmɑ̃,m
mɔʁsif,m
mɔʁdɑ̃saʒ,m
mɔʁdɑ̃,m
mɔʁdœʁ,m
mɔʁdøz,f
mɔʁdijaʒ,m
mɔʁdijəmɑ̃,m
mOʁɛl,f
mɔʁfalu,m
mɔʁfil,m
mɔʁʒəlin,f
mɔʁgɔ̃,m
mɔʁg,f
mOʁja,f
mOʁibɔ̃,m
mOʁibɔ̃d,f
mOʁiko,m
mOʁikod,f
mOʁij,f
mOʁijɔ̃,m
mɔʁlɛ̃g,m
mɔʁnifl,f
mOʁozite,f
mɔʁfiŋ,m
mɔʁfOʒənɛz,f
mɔʁfOlOʒi,f
mɔʁpjɔ̃,m
mɔʁ,f
mɔʁOʁa,f
mɔʁne,m
mɔʁtɛz,f
mɔʁtEzøz,f
mɔʁtalite,f
mɔʁtəsEzɔ̃,f
mɔʁt,f
mɔʁtɛl,m
mɔʁtɛl,f
#DEF#,f
mɔʁtje,m
mOʁy,f
mOʁyla,f
mɔʁvø,m
mOzaik,f
mOzaist,m
mOske,f
mokle,m
movaliz,m
mo,m
mOtaʁ,m
mOtaʁd,f
mOtɛl,m
mOtɛs,f
mOtɛ,m
mOtœʁfyze,m
mOtœʁ,m
mOtif,m
mOtilite,f
mOsjɔ̃,f
mOtivatœʁ,m
mOtivasjɔ̃,f
mOtOklœb,f
mOtOkʁɔs,m
mOto,f
mOtOkyltœʁ,m
mOtOkyltyʁ,f
mOtOsikl,m
mOtOsiklɛt,f
mOtOsiklizm,m
mOtOnɛʒ,f
mOtOnØʁon,m
mOtOʁizasjɔ̃,f
mOtʁis,f
mOtʁisite,f
#DEF#,m
mɔt,f
mOtəʁo,m
mOtø,m
muʃaʃu,m
muʃaʒ,m
muʃaʁ,m
muʃaʁdaʒ,m
muʃaʁd,f
muʃ,f
muʃɛt,f
muʃətyʁ,f
muʃœʁ,m
muʃwaʁ,m
mudʒaidin,m
mwɛt,f
mufɛt,f
mufl,f
mujaʒ,m
muj,f
mujɛt,f
mujœʁ,m
mujɔ̃,m
mujyʁ,f
mwiz,f
mudʒaid,m
muʒik,m
mukɛʁ,f
mulœʁ,m
mulɛ̃avɑ̃,m
mulɛ̃,m
mulinaʒ,m
mulinɛ,m
mulinɛt,f
mulyʁasjɔ̃,f
mumun,f
mumut,f
mund,m
muʁɑ̃,m
muʁɔ̃,m
muʁ,f
musme,f
muskɛ,m
muskətad,f
muskɛtəʁi,f
muskətɔ̃,m
musaʒ,m
musajɔ̃,m
musəlin,f
musəʁɔ̃,m
musɔ̃,f
mustagaʃ,f
mustikɛʁ,f
mustik,m
mutaʁ,m
mutaʁd,f
mutaʁdje,m
mutje,m
mutɔ̃,m
mutɔnəmɑ̃,m
mutɔnəʁi,f
mutyʁ,f
muvɑ̃s,f
muvəmɑ̃,m
mwajEnaʒ,m
mwajEnOʁjɑ̃tal,m
mwajɛn,f
mwajø,m
mOdzaʁEla,f
mOdzaʁɛl,f
mutʃatʃo,m
mysilaʒ,m
mykɔʁ,m
mykOzite,f
mykOvisidoz,f
mykys,m
mydEʒaʁ,m
my,f
mysli,m
mɥɛt,f
mɥEdzin,m
mØfin,m
myfl,m
myfle,f
mufti,m
myʒ,m
mygɛ,m
mɥi,m
mylatʁ,m
myl,f
mylɛ,m
mylEta,f
mylətje,m
mylɛt,f
myla,m
mylɔ̃,m
mylo,m
myltikyltyʁalizm,m
myltinasjOnal,f
myltipaʁ,f
myltipl,m
myltiplɛks,m
myltiplikasjɔ̃,f
myltiplisite,f
myltipʁiz,f
myltipʁOpʁijEte,f
myltitaʃ,m
myltityd,f
muŋo,m
mynikwa,m
mynisipalite,f
mynisip,m
mynifisɑ̃s,f
mɛ̃stɛʁ,m
mɥɔ̃,m
mykøz,f
myʁaʒ,m
myʁaj,f
myʁ,f
myʁɛn,f
myʁətɛ̃,m
myʁɛks,m
myʁide,m
myʁje,m
myʁɛ̃,m
myʁisəmɑ̃,m
myʁisəʁi,f
myʁmɛl,m
myʁɔ̃,m
myzaʁɛɲ,f
myzaʁ,m
myzaʁdiz,f
mysk,m
myskad,f
myskadɛl,f
myskadɛ,m
myskadɛ̃,m
myskadin,f
myska,m
myskOvit,f
myskylatyʁ,f
myz,f
myzo,m
myze,m
myzEOlOʒi,f
myzəʁɔl,f
myzɛt,f
myzɛtʁəpa,f
myzEɔm,m
myzikalite,f
myzisjɛ̃,m
myzikOlOʒi,f
myzikOtEʁapi,f
myzikɛt,f
myzwaʁ,m
myske,m
mœst,m
mystɑ̃g,m
mystElide,m
myzylmɑ̃,m
myzylman,f
mytabilite,f
mytɑ̃,m
mytɑ̃t,f
mytasjɔ̃,f
mytilasjɔ̃,f
mytile,m
mytin,f
mytinəʁi,f
mytizm,m
mytite,f
mytɥalizm,m
mytɥalite,f
mytɥɛl,f
mjastEni,f
misɛn,m
misEnjɛ̃,m
mikOlOʒi,f
mikoz,f
mjElin,f
mjElit,f
mjElOblast,m
mjOkaʁd,m
mjOkaʁdjOpati,f
mjOkaʁdit,f
mjOklOni,f
mjOglObin,f
mjOgʁaf,m
mjOpati,f
mjOpi,f
mjOzin,f
mjOzis,m
mjOzOtis,m
miʁjad,f
miʁjOfil,f
miʁt,m
mistagOʒi,f
mistagɔg,m
mist,m
mistɛʁ,m
mistisizm,m
mistifikatʁis,f
mit,m
mitizasjɔ̃,f
mitOlOʒi,f
mitOmani,f
miksØdEmatoz,f
miksOmatoz,f
ɛn,m
n,m
na,f
nabab,m
nabi,m
nabl,m
nabɔt,f
nakaʁa,m
nasɛl,f
nakʁyʁ,f
nadiʁ,m
nEvys,m
naga,m
naʒwaʁ,f
naif,m
nɛ̃,m
nɛn,f
nEʁa,m
nEsɛ̃,m
nEsɑ̃s,f
naiv,f
naivəte,f
namibjɛ̃,m
nana,f
nanaʁ,m
nanizm,m
nɑ̃kɛ̃,m
nanOmɛtʁ,m
nanOsəgɔ̃d,f
nanOtEknOlOʒi,f
nɑ̃tɛ,m
nɑ̃tɛz,f
nɑ̃ti,f
nɑ̃tisəmɑ̃,m
napɛl,m
naftalɛn,m
naftalin,f
naft,m
napOlEɔ̃,m
napOlitɛ̃,m
napOlitɛn,f
napaʒ,m
naʁkOanaliz,f
naʁkOlEpsi,f
naʁkoz,f
naʁkOtik,m
naʁkOtʁafik,m
naʁkOtʁafikɑ̃,m
naʁ,m
naʁgile,m
naʁkwazəʁi,f
naʁatœʁ,m
naʁasjɔ̃,f
naʁatʁis,f
naʁtɛks,m
naʁval,m
nazal,m
nazaʁ,m
nazaʁd,f
nazdak,m
naz,m
nazo,m
nazik,m
nazOfaʁɛ̃ks,m
nas,f
natalite,f
natasjɔ̃,f
nasjOnalsOsjalizm,m
nasjOnalizasjɔ̃,f
nasjOnalizm,m
nasjOnalite,f
nativ,f
nativite,f
natʁEmi,f
natʁɔ̃,m
natʁɔm,m
nat,f
natje,m
natyʁalizasjɔ̃,f
natyʁalize,m
natyʁ,f
natyʁɛl,m
natyʁizm,m
nOfʁaʒe,m
nOfʁaʒe,f
nOfʁaʒœʁ,m
nOfʁaʒøz,f
noze,f
not,m
nOtil,m
nOtilys,m
nOtOnje,m
navaʁa,f
naval,f
navaʁɛ̃,m
navaʁɛ,m
nav,f
navɛl,f
navɛ,m
navɛt,f
navisɛʁ,m
navigabilite,f
navigɑ̃,m
navigatœʁ,m
navigasjɔ̃,f
navigatʁis,f
naviʁsitɛʁn,m
naviʁOpital,m
naviʁEkɔl,m
navʁɑ̃s,f
nɛ,f
nazaʁEɛ̃,m
nazi,m
nazi,f
nazijɔ̃,m
nEɑ̃dɛʁtaljɛ̃,m
nEɑ̃,m
nEɑ̃tizasjɔ̃,f
nEbyløz,f
nEbylizœʁ,m
nEbylOzite,f
nEsEsɛʁ,m
nEsEsite,f
nEsEsitø,m
nɛk,m
nEkʁo,f
nEkʁObjoz,f
nEkʁOlɔʒ,m
nEkʁOlOʒi,f
nEkʁOmɑ̃si,f
nEkʁOmɑ̃sjɛ̃,m
nEkʁOmɑ̃sjɛn,f
nEkʁOmɑ̃,m
nEkʁOfaʒi,f
nEkʁOfili,f
nEkʁOpɔl,f
nEkʁOpsi,f
nEkʁoz,f
nEktaʁ,m
nEktaʁin,f
nEɛʁlɑ̃dɛ,m
nEɛʁlɑ̃dɛz,f
nɛfl,f
nEflije,m
nEgatif,m
nEgasjɔ̃,f
nEgasjOnizm,m
nEgativ,f
nEgativizm,m
nEgativite,f
nEgliʒe,m
nEgliʒɑ̃s,f
nEgliʒɑ̃,m
nEgɔs,m
nEgOsjɑ̃,m
nEgOsjɑ̃t,f
nEgOsjatœʁ,m
nEgOsjasjɔ̃,f
nEgOsjatʁis,f
nɛgʁ,m
nEgʁɛs,f
nEgʁije,m
nEgʁil,m
nEgʁijɔ̃,m
nEgʁityd,f
nEgʁOspiʁitɥɔl,m
nEgʁo,m
nEgys,m
nɛʒ,f
nEmatod,m
nɛmʁɔd,m
nene,m
nEnɛs,m
nEnɛt,f
nEnyfaʁ,m
nEOkOlOnjalizm,m
nEOfaʃizm,m
nEofigyʁasjɔ̃,f
nEOflik,m
nEOgɑ̃gstɛʁ,m
nEOgOtik,m
nEOmaltyzjanizm,m
nEOmuvəmɑ̃,m
nEOʁEalizm,m
nEOzElɑ̃dɛ,m
nEOkɔʁtɛks,m
nEolibEʁalism,m
nEOlOʒizm,m
nEɔ̃,m
nEOnazi,m
nEOplazi,f
nEOplasm,m
nEOplatOnizm,m
nEOpʁɛn,m
nEpalɛ,m
nEpalɛz,f
nɛp,f
nEpɛ̃tɛs,m
nEfʁEktOmi,f
nEfʁit,f
nEfʁOlOʒi,f
nEftis,m
nEpOtizm,m
nEʁEid,f
nEʁOli,m
nɛʁpʁœ̃,m
nɛʁvøz,f
nɛʁvOzite,f
nEskafe,m
nEstɔʁ,m
nEstOʁjanizm,m
nEstɔʁjɛ̃,m
nɛtəte,f
nEtwamɑ̃,m
nEtwajɑ̃,m
nEtwajœʁ,m
nEtwajøz,f
nØnø,m
nØʁastEni,f
nØʁinom,m
nØʁObjOlOʒi,f
nØʁOʃimi,f
nØʁOʃiʁyʁʒi,f
nØʁOʃiʁyʁʒjɛ̃,f
nØʁOfibʁOmatoz,f
nØʁOlEptik,m
nØʁOlɛ̃gɥistik,f
nØʁOlOʒi,f
nØʁon,m
nØʁOpati,f
nØʁOpatOlOʒi,f
nØʁOpEptid,m
nØʁOfizjOlOʒi,f
nØʁOpsikjatʁi,f
nØʁOsjɑ̃s,f
nØʁOtOksin,f
nØʁOtʁɑ̃smEtœʁ,m
nØtʁalizatœʁ,m
nØtʁalizasjɔ̃,f
nØtʁalite,f
nØtʁɔ̃,m
nØtʁOpEni,f
nØvɛn,f
nEve,m
nəvø,m
nEvʁalʒi,f
nEvʁit,f
nEvʁOptɛʁ,m
nEvʁoz,f
nEvʁOze,m
njuwɛjv,f
nujɔʁkɛ,m
nujɔʁkɛz,f
njuz,m
ne,m
njEzəʁi,f
nikaʁagwajɛ̃,m
nikaʁagwajɛn,f
niʃɑ̃,m
niʃ,f
niʃɔ̃,m
niswaz,f
nikOtin,f
niktasjɔ̃,f
ni,m
nidifikasjɔ̃,f
nidifikatʁis,f
njEbe,m
njɛs,f
Enjɛm,m
njɛʁ,m
nitʃEɛ̃,m
nitʃEɛn,f
nigod,f
nigOdəʁi,f
niʒɛl,f
niʒEʁjɑ̃,m
niʒEʁjɛ̃,m
nikɛj,m
nim,m
nɛ̃be,m
nɛ̃bOstʁatys,m
nɛ̃bys,m
nina,m
njObjɔm,m
nijOlo,m
nipɔ̃,m
nik,f
niʁvana,m
nizɑ̃,m
nitʁat,m
nitʁ,m
nitʁit,m
nitʁOʒɛn,m
nitʁOglisEʁin,f
nivakin,f
nivo,m
nivəlœʁ,m
nivəløz,f
nivɛləmɑ̃,m
niks,f
nOmanslɑ̃d,m
nObiljɛʁ,m
nObilita,f
nOblajɔ̃,m
nOblɛs,f
nOblijo,m
nɔs,f
nOsøz,f
nOʃe,m
nOʃɛʁ,f
nOsivite,f
nOktɑ̃bylizm,m
nɔktyʁnal,m
nOdOzite,f
nOdyl,m
nOdys,m
nOɛl,m
nø,m
nwaʁ,m
nwaʁo,m
nwaʁ,f
nwaz,f
nOli,m
nɔ̃,m
nOmadizm,m
nɔ̃bʁ,m
nɔ̃bʁilizm,m
nOmɑ̃klatyʁ,f
nOmɑ̃klatyʁa,f
nOminasjɔ̃,f
nɔnagʁEsjɔ̃,f
nɔnaliɲəmɑ̃,m
nɔnamuʁ,m
nɔnapaʁtənɑ̃s,f
nɔnasistɑ̃s,f
nɔ̃blɑ̃,m
nɔ̃kɔ̃batɑ̃,m
nɔ̃kɔ̃paʁysjɔ̃,f
nɔ̃kɔ̃kyʁɑ̃s,f
nɔ̃kɔ̃fɔʁmizm,m
nɔ̃kɔ̃fɔʁmite,f
nɔ̃kɔ̃sOmasjɔ̃,f
nɔ̃kʁwajɑ̃s,f
nɔ̃kʁwajɑ̃,m
nɔ̃kylpabilite,f
nɔ̃di,m
nɔ̃dʁwa,m
nɔnEvɛnəmɑ̃,m
nɔnEgzistɑ̃s,f
nɔ̃fEʁø,m
nɔ̃fymœʁ,m
nɔninisje,m
nɔnɛ̃tɛʁvɑ̃sjɔ̃,f
nɔ̃pEmɑ̃,m
nɔ̃paʁtisipasjɔ̃,f
nɔ̃pəzɑ̃tœʁ,f
nɔ̃pʁEzɑ̃s,f
nɔ̃pʁOlifEʁasjɔ̃,f
nɔ̃ʁəsəvwaʁ,m
nɔ̃ʁəpʁEzɑ̃tasjɔ̃,f
nɔ̃ʁEzistɑ̃s,f
nɔ̃ʁEspɛ,m
nɔ̃ʁətuʁ,m
nɔ̃savwaʁ,m
nɔ̃sEpaʁasjɔ̃,f
nɔnytilizasjɔ̃,f
nɔ̃vi,f
nɔ̃vjOlɑ̃s,f
nɔ̃vjOlɑ̃,m
nɔ̃vjOlɑ̃t,f
nɔ̃vulwaʁ,m
nɔ̃vwajɑ̃,m
nɔ̃vwajɑ̃t,f
nɔ̃sjatyʁ,f
nɔn,f
nOnidi,m
